Feature_Index	Peak_Index	Filtered_Peak_Index
714	42972	
714	42910	
714	42881	
714	44136	
714	44170	
714	44202	
714	44099	
714	45361	
714	45290	
714	45391	
714	45326	
715	57144	
715	57191	
715	57101	
715	57060	
715	58528	
715	58489	
715	58400	
715	58448	
715	58565	
715	59957	
715	59918	
715	59868	
715	59765	
715	59718	
715	59818	
715	61350	
715	61269	
715	61182	
715	61227	
715	61311	
715	61382	
715	62705	
715	62748	
715	62661	
715	62789	
715	62612	
715	62830	
715	64216	
715	64166	839
715	64113	
715	64063	
715	64265	
715	64314	
715	65905	
715	65642	
715	65748	
715	65853	
715	65696	
715	65801	
715	67274	
715	67331	
715	67549	
715	67438	
715	67384	
715	67492	
715	69088	
715	69199	
715	69143	
715	69033	
715	69264	
715	69327	
715	70879	
715	70932	
715	70834	
715	70788	
715	70986	
715	71036	
715	72742	
715	72695	
715	72645	
715	72503	
715	72556	
715	72601	
715	74360	
715	74528	
715	74415	
715	74471	
715	76301	
715	76239	
715	76130	
715	76078	
715	76027	
715	79541	
715	79334	
715	79491	
715	81119	
716	7314	
716	7395	
716	7356	
716	10097	194
716	10048	
717	23371	
717	24663	393
717	26971	
717	27003	
717	29495	
718	65234	
718	65273	
718	65194	
718	65157	
718	65124	
718	66734	
718	66874	
718	66764	
718	66837	
718	66800	
718	68530	
718	68623	894
718	68576	
718	68490	
718	68457	
718	70268	
718	70228	
718	70318	
719	117478	
719	117306	
719	119304	
719	119595	
719	119537	
719	119363	
719	119481	
719	119422	
719	121748	
719	121699	
719	121477	
719	121425	
719	121587	
719	121532	
719	121645	
719	121367	
719	123358	
719	123585	
719	123300	
719	123414	
719	123532	
719	123471	
719	123631	
719	123679	
719	125213	
719	125262	
719	125531	
719	125311	
719	125367	
719	125428	
719	125481	
719	125574	
719	127110	
719	127166	
719	127223	
719	127275	
719	127327	
719	127375	
719	127421	
719	127467	
719	129233	
719	129186	
719	128948	
719	128998	
719	129143	
719	129093	
719	129047	
719	128897	
719	130704	
719	130969	
719	130752	
719	130842	
719	130654	
719	130797	
719	130921	
719	130883	
719	132477	
719	132524	
719	132571	
719	132706	
719	132660	
719	132618	
719	132428	
719	132379	
719	134058	
719	134308	
719	134356	
719	134101	
719	134178	
719	134141	
719	134220	
719	134264	
719	135646	
719	135686	
719	135804	
719	135766	
719	135851	
719	135726	
719	135890	
719	135605	
719	137254	
719	137183	1897
719	137143	
719	137323	
719	137103	
719	137062	
719	137221	
719	137288	
719	138720	
719	138686	
719	138608	
719	138567	
719	138530	
719	138446	
719	138492	
719	138649	
719	139778	
719	139826	
719	139865	
719	139985	
719	140062	
719	139906	
719	139945	
719	140026	
719	141168	
719	141205	
719	141087	
719	141129	
719	141317	
719	141243	
719	141282	
719	141351	
719	142526	
719	142452	
719	142488	
719	142596	
719	142624	
719	142368	
719	142563	
719	142408	
719	143704	
719	143667	
719	143582	
719	143748	
719	143851	
719	143625	
719	143786	
719	143822	
719	145073	
719	145039	
719	144997	
719	145134	
719	144954	
719	144867	
719	145104	
719	144912	
720	82754	
720	82693	
720	84431	
720	86497	
720	86363	
720	86433	
720	86291	
720	86224	
720	88404	
720	88345	
720	88174	
720	88119	
720	88235	
720	88287	
720	90267	
720	90213	
720	90159	
720	90102	1222
720	90041	
720	89983	
720	91800	
720	91696	
720	91749	
720	91646	
720	91847	
720	91894	
720	93355	
720	93259	
720	93308	
720	93204	
720	93444	
720	93401	
720	94862	
720	94906	
720	94812	
720	94761	
720	94670	
720	94717	
720	96276	
720	96223	
720	96176	
720	96133	
720	96088	
721	10003	193
721	10101	
721	11354	
721	11310	
721	12683	
721	15148	
721	15108	
721	15074	
722	49171	
722	49129	
722	49042	
722	49085	669
722	50421	
723	127397	
723	127352	
723	127445	
723	127497	
723	129246	
723	129200	
723	129156	
723	129065	
723	129111	
723	130759	
723	130804	
723	130850	
723	130891	
723	130927	
723	130972	
723	132664	
723	132623	
723	132483	
723	132710	
723	132576	1837
723	132531	
723	134313	
723	134362	
723	134146	
723	134270	
723	134225	
723	134181	
723	135858	
723	135733	
723	135811	
723	135693	
723	135774	
723	135898	
723	137300	
723	137266	
723	137337	
723	138707	
723	138745	
724	71011	
724	70909	
724	70961	
724	70858	
724	72801	
724	72704	
724	72610	
724	72752	
724	72656	
724	72566	
724	72517	
724	72473	
724	74529	
724	74586	
724	74242	
724	74418	985
724	74473	
724	74362	
724	74641	
724	74302	
724	76079	
724	75975	
724	76179	
724	76129	
724	76294	
724	76233	
724	76354	
724	77922	
724	77662	
724	77871	
724	77821	
724	77980	
724	77773	
724	77713	
724	77614	
724	79641	
724	79588	
724	79490	
724	79438	
724	79339	
724	79389	
724	79291	
724	79539	
725	86476	
725	88446	
725	88382	
725	88318	
725	88267	1194
725	88152	
725	88209	
725	90078	
725	90133	
725	90245	
725	90021	
725	90192	
725	91925	
725	91878	
725	91834	
725	91785	
725	91727	
725	91680	
726	97765	
726	97847	
726	97720	
726	99275	
726	99238	
726	99198	
726	99117	
726	99073	
726	99159	
726	99030	
726	98991	
726	100332	
726	100700	
726	100475	1384
726	100422	
726	100577	
726	100382	
726	100662	
726	100620	
726	102076	
726	101719	
726	102032	
726	101992	
726	101758	
726	101898	
726	101802	
726	101851	
726	103430	
726	103395	
726	103284	
726	103359	
726	103162	
726	103208	
726	103245	
726	103323	
726	104567	
726	104534	
726	104604	
726	104638	
726	104673	
726	104701	
726	105931	
726	105899	
727	117581	
727	117618	
727	117824	
727	117653	
727	117692	
727	117861	
727	117782	
727	117736	
727	119862	
727	119775	
727	119817	
727	119733	
727	119948	
727	119990	
727	119690	
727	119907	
727	119646	
727	121931	
727	121822	
727	121745	
727	121893	
727	121969	
727	121789	
727	122007	
727	121855	
727	121700	
727	121649	
727	123714	
727	123781	
727	123751	1700
727	123814	
727	123884	
727	123848	
727	123926	
727	123677	
727	123635	
727	123592	
727	125688	
727	125726	
727	125763	
727	125651	
727	125576	
727	125490	
727	125801	
727	125845	
727	125612	
727	125536	
727	127737	
727	127475	
727	127703	
727	127552	
727	127589	
727	127515	
727	127665	
727	127627	
727	129378	
727	129417	
727	129340	
727	129498	
727	129457	
728	669	
728	622	
728	468	
728	509	
728	550	
728	586	
728	436	
728	1979	
728	1819	
728	1855	
728	1941	57
728	2016	
728	1898	
728	2068	
728	3462	
728	3413	
728	3324	
728	3367	
728	3284	
728	3240	
728	3193	
728	4749	
728	4711	
728	4665	
728	4624	
728	4581	
728	4539	
729	426	
729	686	
729	531	
729	567	
729	644	
729	603	16
729	453	
729	491	
729	2041	
729	1809	
729	1842	
729	1927	
729	1964	
729	2000	
729	2086	
729	1884	
729	3187	
729	3224	
729	3266	
729	3350	
729	3392	
729	3306	
729	3435	
729	3477	
729	4816	
729	4774	
729	4735	
729	4694	
729	4652	
729	4565	
729	4604	
729	6062	
729	5982	
729	6101	
729	6020	
729	6185	
729	5950	
729	6142	
729	6224	
730	134432	
730	134387	
730	135956	
730	137418	
730	137338	
730	137374	
730	138660	
730	138699	
730	138733	
730	138764	
730	138795	
730	139959	
730	140129	
730	139999	
730	140070	
730	140039	
730	140099	
730	140156	
730	141446	
730	141388	
730	141357	
730	141418	
730	141324	
730	141254	
730	141290	
730	141217	
730	142672	
730	142651	
730	142629	
730	142602	
730	142498	
730	142534	
730	142570	
730	142465	
730	142425	
730	143852	
730	143881	
730	143826	
730	143904	
730	143790	
730	143675	
730	143753	1982
730	143635	
730	143710	
730	143598	
730	143563	
730	145137	
730	145110	
730	145080	
730	145162	
730	145192	
730	145008	
730	144813	
730	145046	
730	144965	
730	144926	
730	144887	
730	144852	
730	145225	
731	33383	
731	33344	
731	33303	
731	33267	
731	33230	
731	34733	
731	34688	515
731	34817	
731	34650	
731	34776	
731	36252	
731	36292	
731	36207	
731	36165	
731	36124	
731	37691	
731	37602	
731	37740	
731	37645	
732	48050	
732	49426	
732	49390	
732	49356	
732	50516	
732	50557	
732	50595	
732	50630	
732	50668	
732	51786	
732	51746	
732	51713	
732	51821	
732	51858	
732	51896	
732	53153	
732	53186	
732	53047	
732	53008	
732	53084	
732	53120	
732	54313	
732	54358	
732	54404	
732	54512	
732	54440	
732	54476	
732	55819	
732	55697	
732	55855	
732	55741	
732	55781	
732	55887	
732	57094	
732	57175	763
732	57136	
732	57207	
732	57234	
732	57268	
732	58525	
732	58595	
732	58559	
732	58630	
732	58660	
732	58487	
732	59870	
732	59917	
732	60026	
732	59955	
732	59992	
732	60061	
732	61383	
732	61315	
732	61415	
732	61353	
732	61448	
732	61484	
732	62754	
732	62875	
732	62795	
732	62939	
732	62910	
732	62835	
732	64271	
732	64322	
732	64451	
732	64409	
732	64369	
732	64226	
732	65869	
732	65919	
732	65963	
732	66011	
732	66052	
732	67611	
732	67562	
732	67661	
732	67712	
732	69448	
732	69488	
733	91855	
733	91900	
733	91808	
733	91701	
733	91755	
733	93256	
733	93351	
733	93305	
733	93395	
733	93439	
733	94846	
733	94706	
733	94751	1286
733	94799	
733	94890	
733	96295	
733	96200	
733	96110	
733	96154	
733	96248	
733	97559	
733	97514	
733	97610	
733	97653	
733	97698	
733	99114	
733	99063	
734	12821	
734	12625	233
734	12552	
734	12587	
734	13963	
734	14004	
734	14047	
734	14083	
734	13795	
734	13757	
734	15006	
734	15039	
734	15098	
734	15135	
734	16351	
734	16388	
734	16316	
734	16284	
734	17519	
735	10200	
735	10165	196
735	10120	
735	10070	
735	10026	
736	599	
736	640	
736	682	
736	488	
736	450	
736	564	
736	528	
736	1925	
736	1881	
736	1960	
736	1995	
736	2080	
736	2036	
736	1838	
736	3469	
736	3343	
736	3385	
736	3304	
736	3427	
736	3261	
736	3213	
736	4724	
736	4684	
736	4639	101
736	4595	
736	4552	
736	4762	
736	4803	
736	6212	
736	6173	
736	6085	
736	6127	
736	6001	
736	5960	
736	6043	
736	7521	
736	7485	
736	7402	
736	7443	
736	7364	
736	7322	
736	7276	
736	8899	
736	8817	
736	8770	
736	8723	
736	8676	
736	8635	
737	97650	
737	97693	
737	97429	
737	97470	
737	97553	
737	97510	
737	97603	
737	98863	
737	98907	
737	98819	
737	98996	
737	98950	
737	99042	
737	99089	
737	100216	
737	100173	
737	100350	
737	100399	
737	100455	
737	100258	1381
737	100300	
737	101595	
737	101732	
737	101779	
737	101641	
737	101832	
737	101687	
737	101883	
737	103273	
737	103017	
737	103139	
737	103097	
737	103055	
737	103190	
737	103233	
737	104635	
737	104518	
737	104595	
737	104554	
737	104477	
737	104440	
737	104403	
737	105736	
737	105694	
737	105771	
737	105811	
737	105929	
737	105853	
737	105890	
737	106941	
737	106975	
737	107010	
738	10272	
738	10238	198
738	10304	
738	11445	
738	11323	
738	11485	
738	11405	
738	11565	
738	11363	
738	11528	
738	11285	
738	12880	
738	12811	
738	12847	
738	12774	
738	12740	
738	12702	
738	12656	
738	12619	
739	69353	906
739	71057	
739	74601	
739	74492	
740	44226	
740	45465	
740	45372	
740	45336	
740	45403	
740	45431	
740	46669	
740	46698	
740	46636	
740	46597	
740	46564	
740	46528	
740	46487	
740	48031	
740	47857	
740	47818	
740	47888	
740	47928	
740	47995	
740	47959	
740	49176	
740	49136	
740	49214	
740	49376	
740	49254	
740	49300	
740	49340	
740	50386	
740	50429	
740	50468	
740	50507	
740	50548	
740	50622	
740	50588	
740	51852	
740	51740	
740	51672	
740	51638	
740	51815	
740	51706	
740	51780	
740	52929	
740	53043	705
740	53079	
740	53006	
740	52966	
740	53116	
740	53150	
740	54478	
740	54220	
740	54266	
740	54357	
740	54312	
740	54403	
740	54441	
740	55823	
740	55651	
740	55859	
740	55784	
740	55743	
740	55698	
740	55607	
740	57055	
740	57139	
740	57098	
740	57180	
740	57214	
740	57018	
740	57243	
740	58460	
740	58500	
740	58538	
740	58416	
740	58571	
740	58643	
740	58607	
740	60014	
740	59944	
740	59977	
740	60056	
741	79390	
741	79338	
741	79446	
741	79283	
741	79235	
741	79504	
741	80903	
741	80853	
741	81008	
741	80954	
741	81114	
741	81059	
741	81170	
741	82670	
741	82616	
741	82558	
741	82794	
741	82735	
741	82853	
741	82908	
741	84647	
741	84411	1123
741	84471	
741	84355	
741	84531	
741	84592	
741	84293	
741	86445	
741	86103	
741	86372	
741	86294	
741	86158	
741	86226	
741	86514	
741	88014	
741	88079	
741	88257	
741	88135	
741	88195	
741	88312	
741	88383	
741	89960	
741	90079	
741	90017	
741	89907	
742	20865	
742	20903	
742	20979	
742	20943	348
743	125348	
743	125400	
743	125455	
743	125502	
743	125590	
743	125627	
743	125547	
743	125667	
743	125748	
743	125708	
743	127142	
743	127038	
743	127193	
743	127551	
743	127088	
743	127630	
743	127290	
743	127338	
743	127590	
743	127245	
743	127382	
743	127511	
743	127427	
743	127469	
743	129061	
743	129103	
743	128918	
743	128824	
743	128871	
743	129405	
743	129150	
743	129323	
743	129281	
743	129016	
743	129236	
743	128971	
743	129191	
743	129363	
743	130923	
743	130887	
743	130848	
743	131137	
743	131012	
743	130807	
743	130967	1811
743	131053	
743	131092	
743	130766	
743	130672	
743	130723	
743	130622	
743	130573	
743	132662	
743	132624	
743	132791	
743	132748	
743	132579	
743	132708	
743	132835	
743	132534	
743	132491	
743	132877	
743	132447	
743	132400	
743	132355	
743	132307	
743	134122	
743	134081	
743	134192	
743	134516	
743	134041	
743	134477	
743	134156	
743	134406	
743	134443	
743	133995	
743	134361	
743	134314	
743	134232	
743	134272	
743	135671	
743	135740	
743	135703	
743	135592	
743	135556	
743	135777	
743	135632	
743	135812	
743	135899	
743	135860	
743	135935	
743	135972	
743	136010	
743	136052	
743	137242	
743	137205	
743	137272	
743	137302	
743	137336	
743	137371	
743	137446	
743	137480	
743	137409	
743	138598	
743	138633	
743	138668	
743	138703	
743	138737	
743	138771	
744	72710	
744	72620	
744	72663	
744	72755	
744	72808	
744	74416	
744	74576	
744	74628	
744	74470	
744	74680	
744	74525	
744	76334	
744	76273	
744	76386	
744	76223	
744	76173	
744	76122	
744	77952	
744	78007	
744	77905	
744	77807	1028
744	77855	
744	77758	
744	79424	
744	79470	
744	79521	
744	79570	
744	79620	
744	79675	
744	81254	
744	81205	
744	81109	
744	81309	
744	81155	
745	32003	
745	32038	
745	32110	
745	32072	
745	32145	
745	33483	
745	33526	
745	33404	
745	33444	501
745	33293	
745	33366	
745	33324	
745	34921	
745	34885	
745	34960	
745	34845	
745	34801	
745	36241	
745	36279	
745	36440	
745	36320	
745	36400	
745	36360	
745	37731	
745	37776	
746	94789	
746	94985	
746	94944	
746	95024	
746	94909	
746	94870	
746	94831	
746	96469	
746	96385	
746	96428	
746	96302	
746	96214	
746	96346	
746	96257	
746	96171	
746	97737	
746	97696	
746	97863	
746	97783	
746	97652	
746	97825	
746	97612	
746	97570	
746	99185	
746	99141	1364
746	99094	
746	99047	
746	99264	
746	99226	
746	99004	
746	98964	
746	100316	
746	100406	
746	100461	
746	100519	
746	100359	
746	100565	
746	100611	
746	100648	
746	101950	
746	102079	
746	102037	
746	101900	
746	101998	
746	101853	
746	101805	
746	101764	
746	105823	
747	88579	
747	88431	1196
747	88536	
747	88490	
747	88377	
747	88323	
747	90432	
747	90391	
747	90251	
747	90346	
747	90298	
747	90198	
747	91924	
748	91294	
748	91419	
748	91375	
748	91474	1241
748	91333	
749	92815	
749	92856	
749	92892	
749	92939	
749	92982	1261
750	71053	937
750	76247	
750	76192	
750	76144	
751	22195	
751	22228	
751	22263	
751	22303	
751	22342	
751	22378	
751	23630	
751	23508	
751	23674	
751	23586	376
751	23547	
751	23477	
751	24795	
751	24762	
751	25897	
752	666	
752	624	
752	588	
752	516	
752	552	
752	2112	
752	2067	
752	1982	
752	2021	
752	1945	
752	1904	
752	3412	
752	3368	
752	3461	
752	3329	
752	3287	
752	4662	
752	4621	
752	4706	
752	4745	
752	4788	
752	4836	
752	6237	
752	7458	
752	7418	
752	7532	
752	7497	
752	7383	
752	7340	
752	8774	
752	8907	
752	8820	
752	8865	
752	8728	
752	8680	
752	10023	
752	10068	
752	10163	
752	10199	
752	10118	
752	10240	
752	11279	
752	11320	
752	11401	
752	11361	
752	11441	
752	11480	
752	12608	
752	12648	
752	12693	
752	12732	
752	12767	
752	12800	
752	13873	
752	13841	
752	13907	245
752	13943	
752	13982	
752	14025	
752	15152	
752	15186	
752	15116	
752	15049	
752	15080	
752	15216	
752	16260	
752	16293	
752	16331	
752	16364	
752	16400	
752	16432	
752	17435	
752	17403	
752	17469	
752	17530	
752	17499	
752	17556	
752	18551	
752	18613	
752	18581	
752	18677	
752	18520	
752	18646	
752	19640	
752	19675	
752	19735	
752	19708	
752	19795	
752	19766	
752	20913	
752	20947	
752	20877	
752	20984	
752	21024	
752	21060	
752	22176	
752	22207	
752	22241	
752	22279	
752	22321	
752	22360	
752	23654	
752	23460	
752	23494	
752	23526	
752	23610	
752	23566	
752	24712	
752	24743	
752	24776	
752	24810	
752	24850	
752	24883	
752	26036	
752	25873	
752	25906	
752	25937	
752	25965	
752	25999	
752	27046	
752	27083	
752	27117	
752	27156	
752	27012	
752	27194	
752	28408	
752	28332	
752	28374	
752	28294	
752	28226	
752	28261	
752	29538	
752	29607	
752	29644	
752	29508	
752	29571	
752	29476	
752	30831	
752	30766	
752	30797	
752	30732	
752	30907	
752	30868	
752	32130	
752	32060	
752	32094	
752	32167	
752	32024	
752	32203	
752	33313	
752	33391	
752	33354	
752	33430	
752	33473	
752	33515	
752	34825	
752	34864	
752	34742	
752	34785	
752	34907	
752	34947	
752	36427	
752	36384	
752	36340	
752	36302	
752	36217	
752	36262	
752	37801	
752	37927	
752	37845	
752	37750	
752	37702	
752	37890	
752	39280	
752	39242	
752	39199	
752	39153	
752	39354	
752	39319	
752	40593	
752	40629	
752	40485	
752	40519	
752	40658	
752	40555	
752	41732	
752	41795	
752	41827	
752	41763	
752	41674	
752	41704	
752	42977	
752	42884	
752	42949	
752	42821	
752	42914	
752	42852	
752	44137	
752	44066	
752	44102	
752	44175	
752	44029	
752	44207	
752	45359	
752	45322	
752	45245	
752	45288	
752	45202	
752	45392	
752	46634	
752	46594	
752	46557	
752	46521	
752	46442	
752	46482	
752	47814	
752	47887	
752	47771	
752	47853	
752	47926	
752	47960	
752	49095	
752	49137	
752	49303	
752	49216	
752	49179	
752	49256	
752	50354	
752	50390	
752	50432	
752	50472	
752	50552	
752	50511	
752	51787	
752	51747	
752	51676	
752	51710	
752	51643	
752	51603	
752	53091	
752	53014	
752	52973	
752	52935	
752	53052	
752	52893	
752	54317	
752	54272	
752	54227	
752	54364	
752	54410	
752	54185	
752	55793	
752	55751	
752	55656	
752	55703	
752	55570	
752	55613	
752	57059	
752	57189	
752	57143	
752	57100	
752	57015	
752	56971	
752	58535	
752	58570	
752	58495	
752	58456	
752	58411	
752	58363	
752	59735	
752	59781	
752	59830	
752	59928	
752	59876	
752	59968	
752	61393	
752	61321	
752	61361	
752	61280	
752	61243	
752	61199	
752	62840	
752	62801	
752	62757	
752	62718	
752	62675	
752	62627	
752	64176	
752	64326	
752	64277	
752	64225	
752	64124	
752	64076	
752	65862	
752	65918	
752	65811	
752	65759	
752	65708	
752	65654	
752	67559	
752	67502	
752	67446	
752	67394	
752	67341	
752	67284	
752	69336	
752	69273	
752	69206	
752	69042	
752	69096	
752	69150	
752	70794	
752	70886	
752	70841	
752	71041	
752	70938	
752	70994	
752	72741	
752	72644	
752	72693	
752	72600	
752	72555	
752	72504	
752	74578	
752	74467	
752	74294	
752	74413	
752	74523	
752	74357	
752	76278	
752	76171	
752	76224	
752	76120	
752	76068	
752	76016	
752	77911	
752	77756	
752	77650	
752	77700	
752	77805	
752	77858	
752	79471	
752	79523	
752	79421	
752	79370	
752	79317	
752	81195	
752	81146	
752	81099	
752	81052	
752	81002	
752	80951	
752	82955	
752	82903	
752	82851	
752	82795	
752	82736	
752	82675	
752	84694	
752	84642	
752	84590	
752	84414	
752	84475	
752	84533	
752	86567	
752	86227	
752	86500	
752	86292	
752	86434	
752	86366	
752	88295	
752	88242	
752	88184	
752	88412	
752	88125	
752	88351	
752	90278	
752	90170	
752	90109	
752	90226	
752	90052	
752	89993	
752	91861	
752	91910	
752	91811	
752	91658	
752	91708	
752	91761	
752	93465	
752	93368	
752	93268	
752	93414	
752	93318	
752	93211	
753	110751	
753	113732	1557
753	115610	
753	117627	
753	117580	
753	119666	
753	119610	
753	119713	
753	119556	
753	119761	
753	121681	
754	65917	
754	65861	
754	65651	
754	65600	
754	65809	
754	65704	
754	65757	
754	67494	
754	67553	
754	67216	
754	67273	
754	67330	
754	67383	
754	67440	
754	69029	
754	69140	
754	68971	
754	69260	
754	69085	
754	69323	
754	69196	
754	70979	
754	71026	
754	70874	
754	70828	933
754	70733	
754	70926	
754	70781	
754	72635	
754	72591	
754	72545	
754	72493	
754	72441	
754	72727	
754	72682	
754	74563	
754	74511	
754	74455	
754	74345	
754	74400	
754	74215	
754	74283	
754	76164	
754	76112	
754	76060	
754	76007	
754	75948	
754	76216	
754	76271	
754	77918	
754	77865	
754	77809	
754	77759	
754	77701	
754	77652	
755	7433	
755	7575	
755	7542	152
755	7506	
755	7469	
755	7603	
756	79785	
756	79746	
756	79696	
756	81314	
756	81409	
756	81361	
756	81266	1080
757	668	
757	748	
757	709	
757	786	
757	629	
757	594	
757	2181	
757	2143	
757	2060	60
757	2020	
757	1988	
757	2106	
757	3378	
757	3417	
758	15269	
758	17622	
758	17596	
758	18711	
758	18684	318
758	19834	
758	19864	
758	21106	
758	21071	
758	22380	
759	138587	
759	138741	
759	138552	
759	138665	
759	138704	
759	138628	
759	139953	
759	139916	
759	140071	
759	139995	
759	140034	
759	139876	
759	141173	
759	141353	
759	141321	
759	141209	
759	141285	
759	141248	
759	142525	
759	142487	
759	142450	
759	142620	
759	142562	
759	142593	
759	143665	
759	143702	
759	143844	
759	143785	
759	143746	
759	143817	
759	145101	
759	145069	
759	145035	2016
759	144995	
759	144952	
759	145128	
760	3424	
760	4674	
760	4715	
760	4797	
760	7531	
760	7496	
760	7455	
760	7417	
760	7380	
760	8913	
760	8871	
760	8779	
760	8826	
760	8734	
760	8954	
760	10247	
760	10203	
760	10168	
760	10074	
760	10126	
760	11536	
760	11449	
760	11490	
760	11407	
760	11367	
760	11325	
760	12654	
760	12741	
760	12701	
760	12777	
760	12849	
760	12813	
760	14039	
760	13997	
760	13919	
760	14074	
760	13956	
760	19827	
760	19799	
760	20985	
760	21023	
760	20914	
760	20949	
760	21058	
760	21090	
760	22316	
760	22277	
760	22239	
760	22390	
760	22353	
760	22206	
760	23681	
760	23604	
760	23645	
760	23522	
760	23562	
760	23489	
760	24909	
760	24805	394
760	24770	
760	24840	
760	24737	
760	24873	
760	26024	
760	25991	
760	25960	
760	25931	
760	25900	
760	26056	
760	27040	
760	27214	
760	27111	
760	27146	
760	27181	
760	27077	
760	28258	
760	28326	
760	28289	
760	28362	
760	28397	
760	28440	
760	29541	
760	29643	
760	29608	
760	29573	
760	29509	
760	29674	
760	30947	
760	30913	
760	30774	
760	30804	
760	30841	
760	30877	
760	32112	
760	32148	
761	52834	
761	52870	
761	55503	
761	55545	
761	55588	741
761	56949	
761	56990	
761	57030	
761	57076	
761	57121	
761	58587	
761	58387	
761	58478	
761	58434	
761	58517	
761	58553	
761	59755	
761	59852	
761	59798	
761	59898	
761	59945	
761	59981	
762	97812	
762	97719	
762	97591	
762	97636	
762	97675	1340
762	97768	
762	97548	
762	100449	
762	100554	
762	100503	
763	71299	
763	71332	
763	72999	
763	72970	
763	72939	969
763	73030	
763	73063	
763	74716	
763	74757	
763	74909	
763	74881	
763	74791	
763	74823	
763	74854	
763	76549	
763	76518	
763	76572	
763	76487	
763	78025	
763	78071	
763	78114	
763	78154	
764	62728	
764	62769	
764	62637	
764	62682	
764	64126	
764	64178	
764	64227	
764	64278	
764	64079	
764	64325	
764	65856	
764	65804	
764	65752	
764	65647	
764	65700	
764	65909	
764	67439	
764	67386	
764	67333	
764	67548	
764	67493	
764	67276	
764	69197	
764	69141	902
764	69086	
764	69030	
764	69262	
764	70829	
764	70928	
764	70875	
764	70782	
764	72495	
764	72547	
764	74290	
764	74352	
764	74405	
765	50609	
765	51871	
765	51832	
765	51795	
765	51752	696
765	51718	
765	51686	
765	53168	
765	53097	
765	53134	
765	54500	
765	54465	
766	79263	
766	81097	
766	81046	
766	80997	
766	81147	
766	81202	
766	80946	
766	80894	
766	82897	
766	82845	
766	82785	
766	82727	
766	82664	
766	82609	
766	82950	
766	84463	1126
766	84404	
766	84346	
766	84686	
766	84633	
766	84520	
766	84579	
766	86494	
766	86566	
766	86355	
766	86280	
766	86216	
766	86147	
766	86427	
766	88244	
766	88124	
766	88424	
766	88066	
766	88182	
766	88297	
766	88357	
766	90247	
766	90066	
766	90128	
766	90008	
766	89950	
766	90186	
766	91735	
766	91790	
766	91684	
767	613	17
767	576	
767	545	
767	1832	
767	2014	
768	695	21
768	811	
768	739	
768	775	
768	846	
768	652	
768	2139	
768	2248	
768	2178	
768	2054	
768	2098	
768	2214	
768	3568	
769	100579	
769	100691	
769	100619	
769	100534	
769	100657	
769	101857	
769	101940	
769	101895	
769	101984	
769	102023	
769	102059	
769	102129	
769	102096	
769	102161	
769	103281	
769	103247	
769	103317	
769	103348	
769	103383	1431
769	103416	
769	103479	
769	103508	
769	103447	
769	104830	
769	104775	
769	104804	
769	104747	
769	104667	
769	104722	
769	104691	
769	104598	
769	104633	
769	104573	
769	106075	
769	105918	
769	106046	
769	106019	
769	105971	
769	105946	
769	106103	
769	105996	
769	105886	
769	107100	
769	107124	
769	107144	
769	107166	
769	107187	
769	107206	
769	107229	
769	107251	
769	108349	
769	108328	
769	108367	
769	108390	
770	125407	
770	125298	
770	125349	
770	125468	
770	125517	
770	127146	
770	127196	
770	127250	
770	127304	
770	127350	
770	127398	
770	127446	
770	129262	
770	129114	
770	128974	
770	129205	
770	129071	1785
770	129022	
770	128923	
770	129161	
770	130862	
770	130949	
770	130906	
770	130776	
770	130728	
770	130820	
770	130677	
770	132456	
770	132553	
770	132599	
770	132414	
770	132690	
770	132503	
770	132644	
771	37738	
771	37782	
771	37826	
771	37867	547
771	40503	
771	42932	
771	42837	
771	42867	
772	94991	
772	94957	
772	96236	
772	96277	
772	96434	
772	96317	
772	96356	
772	96395	
772	96473	
772	96508	
772	97625	
772	97586	
772	97665	
772	97706	
772	97790	
772	97749	
772	97830	
772	97868	
772	97904	
772	97933	
772	99025	
772	99108	
772	99062	
772	99193	
772	98985	
772	99150	1365
772	99266	
772	99230	
772	99329	
772	99299	
772	100426	
772	100612	
772	100686	
772	100340	
772	100649	
772	100470	
772	100573	
772	100383	
772	100524	
772	101859	
772	101903	
772	101949	
772	102071	
772	101993	
772	102031	
772	102113	
773	135945	
773	135902	
773	135785	
773	135818	
773	135981	
773	135865	
773	136063	
773	136024	
773	137479	
773	137135	
773	137170	
773	137299	1898
773	137199	
773	137334	
773	137369	
773	137264	
773	137441	
773	137233	
773	137407	
773	138556	
773	138586	
773	138523	
773	138851	
773	138698	
773	138623	
773	138731	
773	138761	
773	138792	
773	138661	
773	138822	
773	139895	
773	139932	
773	139966	
773	140102	
773	140074	
773	140042	
773	140005	
773	140132	
773	141235	
773	141201	
773	141269	
773	141337	
773	141304	
773	141368	
774	33379	
774	34892	
774	36202	
774	36245	
774	36287	
774	36326	
774	40537	582
775	123698	
775	123656	
775	125745	
775	125697	
775	125622	
775	125662	
775	125584	
775	127637	
775	127555	
775	127595	
775	127516	
775	127473	
775	129413	
775	129372	
775	129331	
775	129289	
775	129242	1789
775	131027	
775	130979	
775	131068	
775	131103	
775	131156	
775	132726	
775	132767	
775	132903	
775	132809	
775	132852	
776	45185	
776	45216	
776	45260	
776	45338	
776	45371	
776	45301	
776	45402	
776	45433	
776	45466	
776	46421	
776	46454	
776	46567	638
776	46599	
776	46530	
