Feature_Index	Original_Index	Monoisotopic_Mass	Average_Mono_Mass	UMC_MW_Min	UMC_MW_Max	Scan_Start	Scan_End	Scan	IMS_Scan	IMS_Scan_Start	IMS_Scan_End	Avg_Interference_Score	Decon2ls_Fit_Score	UMC_Member_Count	Saturated_Member_Count	Max_Abundance	Abundance	Class_Rep_MZ	Class_Rep_Charge	Charge_Max	Drift_Time	Conformation_Fit_Score	LC_Fit_Score	Average_Isotopic_Fit	Members_Percentage	Combined_Score
579	2181	916.4832	916.4832	916.47334	916.49407	1	5	1	110	107	112	0.12292	0.038455	22	0	28982	118224	459.24858	2	2	17.862	0.83725	0	1.0385	1	0.95857
580	2183	916.48396	916.48396	916.46809	916.49948	76	88	79	110	108	113	0.037252	0.040785	46	0	18032	66545	459.25419	2	2	17.839	0.8633	0	1.0408	1	0.96803
581	2181	916.48608	916.48608	916.46508	916.49436	1	3	1	113	113	115	0.071006	0.066929	7	0	18206	15373	459.24923	2	2	18.51	0.92809	0	1.0669	0.31818	0.77107
582	2180	917.42701	917.42701	917.42136	917.42949	71	74	72	112	112	115	0.041927	0.04205	12	0	16952	39202	459.71955	2	2	18.25	0.87863	0	1.0421	0.85714	0.92594
583	2180	917.42867	917.42867	917.41798	917.44402	71	74	72	111	107	111	0.13191	0.06185	14	0	17563	47253	459.71971	2	2	17.942	0.93259	0	1.0618	1	0.99815
584	2176	917.49863	917.49863	917.49758	917.49997	69	69	69	111	107	111	0.041158	0.07794	5	0	7150	19165	459.75602	2	2	17.954	0.93792	0	1.0779	1	1.0053
585	2175	917.52052	917.52052	917.5199	917.52084	70	70	70	111	107	112	0.34418	0.11502	4	0	9757	31967	459.76704	2	2	17.817	0.96005	0	1.115	1	1.025
586	2174	919.4755	919.4755	919.46234	919.48935	63	67	64	110	110	112	0.034316	0.090227	11	0	11963	39088	460.74123	2	2	17.842	0.79996	0	1.0902	1	0.9634
587	2174	919.47732	919.47732	919.45942	919.49054	64	66	65	113	113	115	0	0.10953	6	0	7747	16137	460.74773	2	2	18.462	0.92923	0	1.1095	0.54545	0.86141
588	2173	922.4748	922.4748	922.46488	922.48472	91	98	93	111	111	116	0.025887	0.042887	23	0	41809	168674	462.24389	2	2	18.082	0.75901	0	1.0429	1	0.93397
589	2171	923.47864	923.47864	923.46933	923.49031	12	16	14	109	108	110	0.075614	0.045135	23	0	7951	46722	462.74836	2	2	17.79	0.68951	0	1.0451	1	0.91155
590	2170	924.47996	924.47996	924.47768	924.48222	90	92	91	114	112	117	0.015678	0.026315	13	1	157988	540449	463.24671	2	2	18.716	0.93477	0	1.0263	1	0.98703
591	2167	924.52123	924.52123	924.51203	924.52711	51	52	51	110	110	114	0.07217	0.057333	6	0	8732	30922	463.26614	2	2	18.202	0.91519	0	1.0573	1	0.99084
592	2168	924.53234	924.53234	924.51526	924.54006	87	97	90	113	112	118	0.071163	0.049851	41	0	120431	474729	463.27562	2	2	18.64	0.87518	0	1.0499	1	0.97501
593	2166	925.46786	925.46786	925.44981	925.48817	28	36	30	113	111	115	0.054112	0.027769	45	12	317795	1.1372E+06	463.74004	2	2	18.261	0.88527	0	1.0278	1	0.97101
594	2165	925.51138	925.51138	925.50175	925.51963	76	78	77	111	108	113	0	0.079925	12	0	7558	30372	463.76387	2	2	18.174	0.87169	0	1.0799	1	0.98387
595	2163	926.3968	926.3968	926.38808	926.40324	25	27	27	110	109	117	0.088032	0.025674	23	0	31285	137751	464.20569	2	2	18.271	0.85455	0	1.0257	1	0.96007
596	2162	926.45082	926.45082	926.43726	926.45703	1	7	2	111	109	113	0.078539	0.041697	30	0	21128	88511	464.23486	2	2	18.014	0.81923	0	1.0417	1	0.95364
597	2161	926.48458	926.48458	926.48085	926.48728	90	93	91	115	112	117	0.38253	0.012758	19	0	230042	874210	464.24862	2	2	18.64	0.88394	0	1.0128	1	0.96557
598	2158	927.49601	927.49601	927.48517	927.5043	62	71	66	113	110	117	0.021162	0.022711	70	4	224660	949054	464.75727	2	2	18.479	0.8597	0	1.0227	1	0.9608
599	2155	929.46753	929.46753	929.45885	929.4772	7	14	10	111	107	114	0.014919	0.033298	46	0	29326	129274	465.74369	2	2	17.96	0.84029	0	1.0333	1	0.95786
600	2157	929.49245	929.49245	929.47861	929.50172	84	98	95	111	109	116	0.077346	0.03273	54	0	63010	392159	465.75533	2	2	17.957	0.66398	0	1.0327	1	0.8989
601	2156	929.501	929.501	929.48443	929.50988	58	59	59	112	111	113	0	0.0746	4	0	6387	12761	465.76048	2	2	18.098	0.92246	0	1.0746	1	0.99902
602	2154	930.49596	930.49596	930.48798	930.50581	60	65	63	111	109	114	0.13072	0.020761	28	4	193323	730884	466.25525	2	2	17.973	0.8779	0	1.0208	1	0.96622
603	2153	930.52899	930.52899	930.51224	930.54059	23	32	28	111	109	114	0.034725	0.029988	50	0	216853	724124	466.27201	2	2	17.924	0.91947	0	1.03	1	0.98315
604	2152	931.4281	931.4281	931.41159	931.44144	7	9	9	104	99	104	0	0.087771	7	0	3984	14349	466.71645	2	2	16.624	0.91229	0	1.0878	1	1
605	2151	931.52948	931.52948	931.52527	931.53834	98	101	100	111	108	115	0.078157	0.01811	31	0	20378	82973	466.77113	2	2	18.158	0.87526	0	1.0181	1	0.96446
606	2150	932.49893	932.49893	932.47173	932.51685	33	51	38	111	107	114	0.12482	0.058572	89	0	14603	57029	467.25456	2	2	17.927	0.90476	0	1.0586	1	0.98778
607	2149	932.50067	932.50067	932.47891	932.51537	8	23	12	111	109	114	0.040016	0.01209	94	36	1087745	4.6213E+06	467.2534	2	2	18.101	0.81276	0	1.0121	1	0.94162
608	2148	933.41751	933.41751	933.41625	933.41922	3	3	3	111	109	112	0.016008	0.0099	4	4	2041125	7.8011E+06	467.71618	2	2	18.355	0.70072	0	1.0099	1	0.90354
609	2146	933.5026	933.5026	933.49128	933.51292	1	8	1	112	109	116	0.036632	0.012883	60	39	3912613	2.1223E+07	467.75557	2	2	18.174	0.71532	0	1.0129	1	0.9094
610	2145	934.54141	934.54141	934.53468	934.54772	88	94	91	116	113	119	0.0063212	0.027058	43	0	59147	252231	468.27876	2	2	18.841	0.84314	0	1.0271	1	0.95673
611	2142	936.49767	936.49767	936.49124	936.50375	67	73	73	113	113	117	0	0.063671	28	0	12014	43997	469.2546	2	2	18.627	0.89642	0	1.0637	0.75676	0.90562
612	2142	936.50136	936.50136	936.48861	936.51325	65	76	73	111	111	112	0.049103	0.06457	37	0	12693	45069	469.25367	2	2	18.091	0.63285	0	1.0646	1	0.89914
613	2141	937.42049	937.42049	937.41721	937.42375	6	8	6	111	109	112	0.34727	0.021777	13	0	60516	184555	469.71643	2	2	17.948	0.94148	0	1.0218	1	0.98775
614	2140	938.42728	938.42728	938.42178	938.44087	26	31	28	112	108	116	0.15811	0.022858	43	0	45482	167424	470.21802	2	2	18.204	0.92203	0	1.0229	1	0.98163
615	2139	940.49152	940.49152	940.48406	940.49765	19	22	21	111	107	114	0.035743	0.030465	20	0	19260	73147	471.25511	2	2	18.131	0.88443	0	1.0305	1	0.97163
616	2138	941.49075	941.49075	941.47892	941.51144	11	17	14	111	109	117	0.046613	0.020988	50	2	73677	416795	471.75039	2	2	18.298	0.71447	0	1.021	1	0.91182
617	2136	941.55666	941.55666	941.53392	941.56479	2	12	7	114	112	117	0.017946	0.025969	62	18	564885	2.2831E+06	471.78406	2	2	18.63	0.84462	0	1.026	1	0.95686
618	2137	941.57825	941.57825	941.57621	941.57903	65	65	65	110	110	113	0.097188	0.090175	4	0	9518	20274	471.79624	2	2	18.002	0.95733	0	1.0902	1	1.0158
619	2134	943.52962	943.52962	943.52216	943.53766	73	80	77	112	110	114	0.016692	0.012459	39	4	131439	414597	472.77069	2	2	18.078	0.89962	0	1.0125	1	0.97069
620	2133	944.54511	944.54511	944.53439	944.55338	19	24	21	112	110	115	0.031139	0.024612	34	0	38360	133936	473.2796	2	2	18.257	0.92928	0	1.0246	1	0.98463
621	2132	945.4537	945.4537	945.4471	945.45879	56	59	58	111	109	112	0.14855	0.074843	14	0	10704	38575	473.73392	2	2	18.103	0.90222	0	1.0748	1	0.99235
622	2131	947.45914	947.45914	947.43376	947.47468	9	14	12	110	106	114	0.083406	0.030713	47	0	21272	104108	474.73798	2	2	17.723	0.7958	0	1.0307	1	0.94217
623	2130	950.50266	950.50266	950.49558	950.51315	45	53	48	115	115	118	0.23665	0.01284	30	0	124581	189273	476.25507	2	2	18.723	0.79633	0	1.0128	1	0.93639
624	2129	950.52805	950.52805	950.52083	950.54799	4	6	5	112	108	115	0.014203	0.0278	23	0	15430	50742	476.26946	2	2	18.067	0.90485	0	1.0278	1	0.97755
625	2128	952.4403	952.4403	952.43655	952.445	1	2	1	113	110	115	0	0.051692	12	0	10012	33899	477.22549	2	2	18.344	0.9033	0	1.0517	1	0.985
626	2127	952.49094	952.49094	952.48095	952.50897	8	14	10	111	109	114	0.031606	0.030127	41	0	125715	411723	477.24805	2	2	17.978	0.92384	0	1.0301	1	0.98466
627	2126	953.43815	953.43815	953.42358	953.45437	23	26	24	112	109	114	0	0.029987	23	0	14212	53378	477.73172	2	2	17.97	0.86537	0	1.03	1	0.96512
628	2124	954.49515	954.49515	954.48406	954.5028	36	40	38	111	107	114	0.032563	0.032593	27	0	21032	84518	478.25689	2	2	17.989	0.89147	0	1.0326	1	0.97469
629	2125	954.5216	954.5216	954.51289	954.52866	64	68	66	114	112	117	0.014647	0.060643	23	0	17063	77953	478.26954	2	2	18.728	0.82532	0	1.0606	1	0.96199
630	2120	955.47334	955.47334	955.4663	955.49163	1	6	3	111	108	115	0.053834	0.075496	23	0	11034	46931	478.74389	2	2	18.192	0.85552	0	1.0755	1	0.97701
631	2121	955.48311	955.48311	955.47401	955.49344	13	17	13	111	108	115	0.10288	0.030697	34	0	26684	105253	478.74901	2	2	17.941	0.87534	0	1.0307	1	0.96868
632	2118	956.51596	956.51596	956.50603	956.53055	55	58	55	111	111	113	0.34677	0.027793	15	0	11548	42008	479.26395	2	2	18.025	0.92335	0	1.0278	1	0.98371
633	2119	956.54143	956.54143	956.53496	956.55783	73	80	75	117	114	121	0.0033226	0.023844	61	0	31811	147953	479.27613	2	2	18.975	0.83615	0	1.0238	1	0.95333
634	2116	958.52573	958.52573	958.51394	958.54234	7	9	9	112	110	114	0.036023	0.022994	17	0	113243	397972	480.26424	2	2	18.199	0.92195	0	1.023	1	0.98165
635	2115	959.49816	959.49816	959.48838	959.50494	10	21	14	111	109	114	0.038428	0.028947	70	37	799057	3.4585E+06	480.75445	2	2	17.992	0.8031	0	1.0289	1	0.94401
636	2114	960.5162	960.5162	960.49806	960.52745	46	62	51	112	110	114	0.058055	0.044482	73	1	253219	846812	481.26478	2	2	18.12	0.92454	0	1.0445	1	0.98967
637	2113	961.51013	961.51013	961.50057	961.5253	71	73	72	114	111	117	0.022516	0.030694	18	0	13966	62897	481.75948	2	2	18.522	0.82713	0	1.0307	1	0.95261
638	2111	963.53954	963.53954	963.52774	963.54837	61	63	62	112	110	114	0.103	0.08573	10	0	8168	37518	482.7741	2	2	18.02	0.76036	0	1.0857	1	0.9487
639	2110	964.46837	964.46837	964.44819	964.49364	76	82	81	110	108	113	0.17184	0.089709	11	0	6385	29420	483.24199	2	2	18.283	0.71104	0	1.0897	1	0.93358
640	2109	964.46999	964.46999	964.46042	964.48444	14	21	14	110	109	110	0.24737	0.050037	19	0	142515	827625	483.2495	2	2	17.943	0.73835	0	1.05	1	0.92946
641	2107	965.4495	965.4495	965.43068	965.4667	27	33	30	111	111	117	0.17091	0.031241	27	0	44393	202292	483.73388	2	2	18.081	0.77505	0	1.0312	1	0.93543
642	2108	965.45624	965.45624	965.44978	965.47131	57	64	61	116	113	118	0.043414	0.01859	40	6	167546	619947	483.73552	2	2	18.731	0.90619	0	1.0186	1	0.97493
643	2106	965.473	965.473	965.45422	965.49652	7	13	12	110	109	112	0.15905	0.019971	21	1	175342	503535	483.75206	2	2	17.973	0.97681	0	1.02	1	0.99893
644	2104	967.46904	967.46904	967.44519	967.49221	45	54	47	110	106	114	0.045044	0.049923	43	0	10846	55566	484.74036	2	2	18.07	0.78066	0	1.0499	1	0.94353
645	2103	967.47661	967.47661	967.47046	967.48405	34	40	36	112	111	114	0.11396	0.016854	28	6	171955	500802	484.74782	2	2	18.177	0.92609	0	1.0169	1	0.98098
646	2101	967.53687	967.53687	967.52738	967.54516	2	8	7	110	108	112	0.079611	0.016512	34	10	179404	560188	484.77668	2	2	17.859	0.92824	0	1.0165	1	0.98158
647	2099	968.49251	968.49251	968.48731	968.50559	67	69	69	113	113	114	0.18155	0.028273	11	0	134353	495813	485.25997	2	2	18.004	0.90661	0	1.0283	1	0.97829
648	2098	969.44153	969.44153	969.43133	969.45913	87	92	89	110	107	114	0.0024835	0.028095	37	0	21391	96285	485.72679	2	2	17.897	0.82865	0	1.0281	1	0.95225
649	2097	970.53843	970.53843	970.53345	970.54809	41	48	45	113	110	115	0.11577	0.016526	46	0	37210	118701	486.27497	2	2	18.291	0.96928	0	1.0165	1	0.99527
650	2095	971.51343	971.51343	971.50619	971.51881	94	101	99	117	115	121	0.0012446	0.014252	54	0	88995	329427	486.76109	2	2	18.871	0.87826	0	1.0143	1	0.96417
651	2093	972.48211	972.48211	972.47055	972.48837	8	13	10	114	112	117	0.010825	0.016563	35	0	37193	127931	487.24731	2	2	18.643	0.94391	0	1.0166	1	0.98682
652	2092	972.53157	972.53157	972.5136	972.54354	62	70	66	115	113	119	0.03397	0.011862	60	37	650820	2.8874E+06	487.27121	2	2	18.619	0.80058	0	1.0119	1	0.93748
653	2090	973.47621	973.47621	973.47293	973.47936	52	53	53	111	110	111	0.2255	0.035729	7	0	11380	39455	487.74319	2	2	18.331	0.92159	0	1.0357	1	0.98577
654	2089	973.48482	973.48482	973.45983	973.50419	28	38	30	113	110	117	0.025747	0.040139	61	0	51989	210928	487.74747	2	2	18.224	0.87165	0	1.0401	1	0.9706
655	2091	973.50645	973.50645	973.49832	973.53415	74	85	79	110	108	114	0.068184	0.027476	68	0	123774	450997	487.76096	2	2	17.93	0.91155	0	1.0275	1	0.97968
656	2088	973.57171	973.57171	973.56067	973.58132	77	81	79	111	111	113	0.01947	0.052583	6	0	126358	213403	487.78761	2	2	18.129	0.82523	0	1.0526	1	0.95927
657	2087	974.58378	974.58378	974.57709	974.58788	74	81	78	115	115	119	0.095506	0.017483	36	0	55985	178454	488.29996	2	2	18.709	0.86223	0	1.0175	1	0.9599
658	2086	975.42268	975.42268	975.41303	975.43381	17	26	21	113	112	118	0.012934	0.0187	62	22	350041	1.3983E+06	488.71545	2	2	18.625	0.86784	0	1.0187	1	0.96218
659	2086	975.4237	975.4237	975.41459	975.44668	17	25	21	111	109	111	0.023033	0.020073	26	3	264141	359346	488.71844	2	2	17.817	0.92694	0	1.0201	0.41935	0.78879
660	2085	976.51789	976.51789	976.49734	976.52805	90	97	93	112	109	117	0.0055032	0.027819	59	0	46773	216236	489.26628	2	2	18.302	0.82922	0	1.0278	1	0.95234
661	2083	977.50611	977.50611	977.50368	977.50812	45	45	45	113	109	114	0	0.12502	6	0	10727	35515	489.76079	2	2	18.223	0.912	0	1.125	1	1.0123
662	2082	977.53171	977.53171	977.52872	977.53517	44	44	44	112	110	116	0.091737	0.086586	7	0	11030	38149	489.77239	2	2	18.15	0.90578	0	1.0866	1	0.99746
663	2081	978.47148	978.47148	978.46272	978.48588	53	54	53	115	115	118	0.08858	0.05402	5	0	11931	25730	490.23809	2	2	18.817	0.9352	0	1.054	1	0.99641
664	2078	978.50243	978.50243	978.49492	978.51234	30	37	33	112	112	117	0.019528	0.031023	43	0	26037	99198	490.25785	2	2	18.398	0.86887	0	1.031	1	0.96663
665	2078	978.50593	978.50593	978.50011	978.51282	30	33	33	111	111	111	0.2001	0.0356	5	0	22877	106049	490.25809	2	2	17.504	0.82837	0	1.0356	0.11628	0.66008
666	2079	978.50932	978.50932	978.49309	978.52066	46	57	50	114	109	118	0.12405	0.032029	65	0	42581	209750	490.2628	2	2	18.428	0.80813	0	1.032	1	0.94672
667	2080	978.5349	978.5349	978.52162	978.54802	75	79	78	117	117	118	0.15497	0.10282	8	0	12147	23277	490.28037	2	2	19.177	0.90009	0	1.1028	1	1.001
668	2076	979.48878	979.48878	979.47522	979.51539	74	86	77	113	108	115	0.11739	0.054479	62	0	23157	106549	490.74505	2	2	18.311	0.84054	0	1.0545	1	0.96501
669	2077	979.51735	979.51735	979.5072	979.52745	95	101	100	115	113	121	0.095738	0.030424	50	0	20833	147708	490.76572	2	2	18.705	0.68266	0	1.0304	1	0.90436
670	2075	980.50058	980.50058	980.4895	980.51533	13	18	15	113	110	117	0.022134	0.03723	47	0	22034	98631	491.25629	2	2	18.357	0.85358	0	1.0372	1	0.9636
671	2074	981.46575	981.46575	981.4545	981.47915	27	30	29	112	109	115	0.14716	0.12085	13	0	7705	32451	491.73553	2	2	18.087	0.80394	0	1.1208	1	0.97493
672	2073	981.52719	981.52719	981.51028	981.54773	7	12	10	113	107	117	0.050681	0.037949	41	0	21601	121221	491.76726	2	2	18.54	0.78329	0	1.0379	1	0.94041
673	2072	981.61698	981.61698	981.60861	981.62671	65	68	66	118	118	120	0.17193	0.0892	11	0	14259	32838	491.81257	2	2	19.138	0.92126	0	1.0892	1	1.0035
674	2069	982.53352	982.53352	982.53028	982.53788	86	87	86	112	109	112	0.29845	0.042157	7	0	12519	25828	492.2743	2	2	18.09	0.95715	0	1.0422	1	0.99977
675	2069	982.53493	982.53493	982.53145	982.5443	87	88	87	113	113	116	0.11504	0.0504	5	0	10698	39343	492.27323	2	2	18.436	0.86733	0	1.0504	0.71429	0.87734
676	2068	982.53928	982.53928	982.5299	982.55077	56	63	60	114	110	118	0.030518	0.015592	71	35	526961	2.5924E+06	492.28098	2	2	18.591	0.79106	0	1.0156	1	0.93555
677	2066	983.47511	983.47511	983.46727	983.48997	94	96	94	113	110	116	0	0.04027	10	0	9928	45474	492.74225	2	2	18.461	0.79321	0	1.0403	1	0.94449
678	2064	985.49975	985.49975	985.4863	985.5427	21	34	25	113	111	117	0.016557	0.015517	66	23	425052	1.7579E+06	493.75413	2	2	18.45	0.85751	0	1.0155	1	0.95768
679	2063	987.41628	987.41628	987.41245	987.42529	65	66	66	104	102	104	0.082033	0.11203	6	0	4026	6895	494.71547	2	2	16.941	0.84458	0	1.112	1	0.98554
680	2062	987.51333	987.51333	987.50467	987.52869	1	3	1	113	110	113	0.23936	0.025433	6	0	15413	50016	494.76229	2	2	18.367	0.84586	0	1.0254	1	0.9571
681	2061	988.51327	988.51327	988.49895	988.52237	82	84	83	116	116	118	0.020209	0.034011	9	0	10346	24023	495.25636	2	2	19.035	0.89702	0	1.034	0.81818	0.9164
682	2061	988.51616	988.51616	988.4965	988.52486	82	84	83	115	112	115	0.13484	0.057155	11	0	10514	38442	495.25498	2	2	18.674	0.78733	0	1.0572	1	0.94816
683	2060	988.53652	988.53652	988.52638	988.5452	67	75	70	110	107	112	0.22027	0.038711	27	8	430355	1.6634E+06	495.26983	2	2	17.647	0.86965	0	1.0387	1	0.96945
684	2058	990.47766	990.47766	990.4719	990.48586	44	47	45	112	112	115	0	0.066255	20	0	9431	32520	496.24416	2	2	18.375	0.91477	0	1.0663	1	0.99368
685	2057	990.52192	990.52192	990.51368	990.53152	31	37	32	112	112	112	0	0.090745	11	0	7091	28445	496.27249	2	2	18.436	0.86369	0	1.0907	1	0.98481
686	2056	990.52922	990.52922	990.50847	990.53902	4	10	7	113	111	116	0.030518	0.025151	41	0	35466	128902	496.27129	2	2	18.343	0.91002	0	1.0252	1	0.97839
687	2055	991.5259	991.5259	991.51219	991.53251	58	61	60	117	117	119	0	0.11574	5	0	5099	15080	496.77036	2	2	18.946	0.96703	0	1.1157	1	1.0276
688	2054	992.49342	992.49342	992.48342	992.51386	35	39	36	114	112	117	0.15573	0.054585	27	0	19668	62435	497.24955	2	2	18.582	0.94644	0	1.0546	1	1.0003
689	2051	993.53854	993.53854	993.52402	993.54669	1	4	3	113	110	116	0.060326	0.082016	25	0	10839	48452	497.77454	2	2	18.492	0.8253	0	1.082	1	0.9691
690	2050	994.41492	994.41492	994.40628	994.42643	63	68	66	113	110	118	0.0093668	0.052552	44	0	30890	140117	498.21461	2	2	18.415	0.83921	0	1.0526	1	0.96392
691	2047	994.45056	994.45056	994.44272	994.48183	42	53	45	112	109	116	0.071433	0.066031	61	0	14418	66698	498.22928	2	2	18.201	0.81803	0	1.066	1	0.96135
692	2045	994.52644	994.52644	994.51576	994.5352	55	60	57	116	113	120	0.099791	0.024243	46	0	48854	189731	498.2719	2	2	19.001	0.89676	0	1.0242	1	0.97367
693	2044	995.45523	995.45523	995.44563	995.46559	84	89	87	116	116	121	0.07147	0.027227	30	0	27154	175039	498.73625	2	2	18.938	0.7364	0	1.0272	1	0.92121
694	2043	995.52655	995.52655	995.51185	995.53956	29	40	33	115	112	119	0.028798	0.018535	92	0	283735	1.087E+06	498.77155	2	2	18.801	0.90582	0	1.0185	1	0.97478
695	2039	996.52186	996.52186	996.50565	996.52774	47	53	50	115	112	120	0.15032	0.0271	40	0	21256	91843	499.2695	2	2	18.638	0.87058	0	1.0271	1	0.96589
696	2038	998.45137	998.45137	998.44469	998.46437	56	61	59	113	112	113	0.038139	0.01209	10	5	495266	1.0743E+06	500.23312	2	2	18.378	0.91318	0	1.0121	1	0.97509
697	2035	998.52439	998.52439	998.5141	998.53175	74	85	79	115	114	118	0.080527	0.012037	52	5	144741	444890	500.27084	2	2	18.769	0.94754	0	1.012	1	0.98652
698	2034	998.54106	998.54106	998.51543	998.55018	54	62	58	114	113	117	0.091021	0.017863	35	16	536662	1.6178E+06	500.27479	2	2	18.644	0.93728	0	1.0179	1	0.98505
699	2033	999.46848	999.46848	999.45713	999.47974	13	17	15	114	111	117	0.019657	0.07695	18	0	13567	62304	500.74628	2	2	18.518	0.80173	0	1.077	1	0.95956
700	2032	999.47986	999.47986	999.47945	999.48031	6	6	6	114	110	115	0.14121	0.1493	6	0	6039	21468	500.74688	2	2	18.487	0.86238	0	1.1493	1	1.0039
701	2031	999.52618	999.52618	999.51709	999.53662	88	90	89	115	113	117	0.32944	0.034271	7	0	12756	45291	500.7701	2	2	18.657	0.89935	0	1.0343	1	0.97787
702	2030	999.52675	999.52675	999.52069	999.53186	63	65	64	114	112	117	0.24956	0.016294	16	1	151659	535476	500.77023	2	2	18.577	0.92939	0	1.0163	1	0.98189
703	2028	1001.48965	1001.48965	1001.47971	1001.49625	91	99	94	117	115	121	0.021068	0.013856	50	0	82864	319949	501.7508	2	2	19.045	0.85319	0	1.0139	1	0.95568
704	2027	1002.57991	1002.57991	1002.56778	1002.58743	29	38	33	115	113	117	0.0065743	0.017267	49	5	196355	717985	502.29821	2	2	18.698	0.87799	0	1.0173	1	0.96508
705	2026	1003.44027	1003.44027	1003.43464	1003.44584	4	6	5	112	111	113	0.0037671	0.1215	7	0	5178	16724	502.72504	2	2	18.215	0.94666	0	1.1215	1	1.0227
706	2025	1005.56177	1005.56177	1005.49708	1005.58243	1	74	8	115	112	120	0.042059	0.013207	640	336	694802	3.5306E+06	503.79441	2	2	18.927	0.77332	0	1.0132	1	0.92884
707	2020	1006.50096	1006.50096	1006.49716	1006.50668	100	101	101	117	114	119	0.19312	0.06838	10	0	12810	47620	504.25766	2	2	18.975	0.89564	0	1.0684	1	0.98801
708	2019	1006.51881	1006.51881	1006.49586	1006.52698	76	89	83	117	114	124	0.035469	0.012271	137	71	1420904	9.8594E+06	504.25979	2	2	19.064	0.64828	0	1.0123	1	0.88685
709	2011	1011.44146	1011.44146	1011.43396	1011.44988	63	69	66	114	111	117	0.11556	0.011817	36	9	180069	746359	506.72545	2	2	18.55	0.84659	0	1.0118	1	0.9528
710	2010	1011.48522	1011.48522	1011.46987	1011.49303	39	46	43	115	112	119	0.10094	0.048434	47	0	62734	228328	506.75123	2	2	18.652	0.92505	0	1.0484	1	0.99116
711	2009	1011.55361	1011.55361	1011.54454	1011.56326	1	7	3	113	111	117	0.1121	0.034759	39	0	18953	78551	506.78612	2	2	18.583	0.85375	0	1.0348	1	0.96284
712	2008	1012.51607	1012.51607	1012.49777	1012.53221	46	56	49	111	110	111	0.12533	0.051305	21	0	207104	855899	507.2732	2	2	18.63	0.89113	0	1.0513	1	0.98081
713	2006	1013.55866	1013.55866	1013.54102	1013.56564	72	88	77	116	114	118	0.020862	0.021335	82	7	271951	977597	507.78535	2	2	18.719	0.87637	0	1.0213	1	0.9659
714	2005	1013.56888	1013.56888	1013.56379	1013.57644	30	36	34	117	115	118	0.034501	0.01015	28	2	108932	337868	507.78917	2	2	18.873	0.94392	0	1.0102	1	0.98469
715	2004	1014.52692	1014.52692	1014.51271	1014.53407	45	60	50	115	113	118	0.15819	0.033446	76	30	473231	1.7957E+06	508.2689	2	2	18.616	0.86406	0	1.0334	1	0.96583
716	2003	1014.56223	1014.56223	1014.55857	1014.56632	6	8	8	114	113	114	0.17689	0.06342	5	0	6447	16296	508.28976	2	2	18.593	0.97612	0	1.0634	1	1.0132
717	1999	1016.50937	1016.50937	1016.50412	1016.51315	19	24	20	111	111	111	0.021342	0.0969	5	0	8479	19028	509.2606	2	2	18.419	0.9025	0	1.0969	1	0.9998
718	2000	1016.51419	1016.51419	1016.49958	1016.52606	51	54	53	105	101	105	0.11659	0.039606	18	0	9780	30111	509.26454	2	2	16.9	0.96016	0	1.0396	1	0.99992
719	2002	1016.53108	1016.53108	1016.51824	1016.55454	84	101	95	116	113	120	0.062418	0.012461	136	61	629946	3.0728E+06	509.27044	2	2	18.821	0.78105	0	1.0125	1	0.93117
720	2001	1016.5754	1016.5754	1016.51642	1016.59438	61	69	65	115	113	118	0.13502	0.025507	43	3	181650	691623	509.29602	2	2	18.68	0.85305	0	1.0255	1	0.95952
721	1993	1021.46102	1021.46102	1021.44649	1021.47429	8	12	8	112	112	114	0.14756	0.060638	8	0	6129	20271	511.74325	2	2	18.44	0.87807	0	1.0606	1	0.97957
722	1994	1021.46572	1021.46572	1021.46285	1021.46804	39	40	39	112	111	114	0	0.09068	5	0	3477	8191	511.74075	2	2	18.232	0.91209	0	1.0907	1	1.0009
723	1991	1021.56337	1021.56337	1021.54488	1021.57146	89	96	92	117	115	120	0.18498	0.019353	38	1	117559	447336	511.7882	2	2	18.985	0.87459	0	1.0194	1	0.96465
724	1990	1022.45861	1022.45861	1022.45245	1022.47736	54	59	56	115	112	119	0.015636	0.054149	43	0	15705	78701	512.23821	2	2	18.861	0.7615	0	1.0541	1	0.93855
725	1989	1022.51624	1022.51624	1022.51063	1022.5193	63	66	64	115	113	118	0.0074989	0.062572	18	0	9609	42991	512.26563	2	2	18.788	0.79323	0	1.0626	1	0.95194
726	1988	1022.55531	1022.55531	1022.54502	1022.56715	70	76	72	118	115	123	0.010809	0.05946	43	0	15033	79090	512.28203	2	2	19.202	0.75711	0	1.0595	1	0.93886
727	1987	1023.4523	1023.4523	1023.43729	1023.46823	84	90	87	122	118	127	0.030246	0.020425	60	1	101287	562375	512.72935	2	2	19.919	0.7485	0	1.0204	1	0.92298
728	1986	1023.50099	1023.50099	1023.49046	1023.5149	1	4	2	114	111	117	0.054393	0.056141	27	0	12657	55859	512.75679	2	2	18.489	0.81453	0	1.0561	1	0.95689
729	1985	1025.53558	1025.53558	1025.52894	1025.54321	1	5	1	116	111	118	0.17343	0.017344	39	0	71497	292458	513.77618	2	2	18.637	0.87675	0	1.0173	1	0.9647
730	1984	1026.53239	1026.53239	1026.52108	1026.54237	93	101	100	117	112	122	0.10684	0.030468	59	0	28905	221504	514.27319	2	2	19.245	0.63428	0	1.0305	1	0.88825
