Feature_Index	Original_Index	Monoisotopic_Mass	Average_Mono_Mass	UMC_MW_Min	UMC_MW_Max	Scan_Start	Scan_End	Scan	IMS_Scan	IMS_Scan_Start	IMS_Scan_End	Avg_Interference_Score	Decon2ls_Fit_Score	UMC_Member_Count	Saturated_Member_Count	Max_Abundance	Abundance	Class_Rep_MZ	Class_Rep_Charge	Charge_Max	Drift_Time	Conformation_Fit_Score	LC_Fit_Score	Average_Isotopic_Fit	Members_Percentage	Combined_Score
731	1983	1026.56194	1026.56194	1026.55555	1026.56574	27	30	28	112	111	115	0.32714	0.011574	19	9	563649	2.2992E+06	514.27364	2	2	18.31	0.82116	0	1.0116	1	0.94425
732	1981	1027.56089	1027.56089	1027.54971	1027.57009	38	53	45	118	116	121	0.07437	0.021153	80	13	298788	1.0984E+06	514.788	2	2	19.214	0.91064	0	1.0212	1	0.97726
733	1980	1027.59675	1027.59675	1027.58869	1027.6061	66	71	68	115	114	118	0.17717	0.013104	27	6	135364	438021	514.80417	2	2	18.831	0.92188	0	1.0131	1	0.97833
734	1978	1028.52781	1028.52781	1028.51676	1028.53478	10	14	10	113	111	118	0.024795	0.10381	19	0	15057	75863	515.27242	2	2	18.707	0.79557	0	1.1038	1	0.96646
735	1977	1029.51505	1029.51505	1029.50712	1029.52565	8	8	8	116	113	117	0.02247	0.03506	5	0	111363	436737	515.7622	2	2	18.847	0.85144	0	1.0351	1	0.96217
736	1974	1029.55963	1029.55963	1029.52789	1029.57239	1	7	4	114	112	118	0.0045219	0.015273	48	21	408482	1.7129E+06	515.78154	2	2	18.628	0.84601	0	1.0153	1	0.95376
737	1973	1030.51034	1030.51034	1030.50239	1030.52273	70	77	72	114	112	118	0.025935	0.023129	52	2	319329	1.4119E+06	516.26377	2	2	18.595	0.81129	0	1.0231	1	0.94481
738	1972	1030.5159	1030.5159	1030.50374	1030.5244	8	10	8	118	118	120	0.19757	0.023147	19	0	87966	391732	516.26006	2	2	18.885	0.83412	0	1.0231	1	0.95242
739	1971	1031.48397	1031.48397	1031.47701	1031.4959	53	56	53	118	118	118	0.26652	0.09735	4	0	6027	12982	516.74523	2	2	18.983	0.96062	0	1.0974	1	1.0193
740	1969	1034.52218	1034.52218	1034.51481	1034.53001	35	47	42	117	114	120	0.019673	0.021354	80	11	247896	913582	518.26855	2	2	19.035	0.91242	0	1.0214	1	0.97792
741	1967	1035.48331	1035.48331	1035.47115	1035.50507	59	65	62	113	111	117	0.093643	0.032067	45	0	49147	189566	518.74861	2	2	18.328	0.88038	0	1.0321	1	0.97081
742	1966	1037.51859	1037.51859	1037.51418	1037.52278	17	17	17	114	112	115	0	0.10667	4	0	5722	18636	519.76812	2	2	18.597	0.88316	0	1.1067	1	0.99661
743	1965	1037.61743	1037.61743	1037.61019	1037.63026	88	96	91	120	111	124	0.030672	0.022748	109	0	117908	652261	519.81507	2	2	19.549	0.82195	0	1.0227	1	0.94823
744	1964	1038.5981	1038.5981	1038.5893	1038.60397	55	60	58	116	115	120	0.019504	0.019644	34	0	42396	148745	520.30844	2	2	18.991	0.9205	0	1.0196	1	0.98005
745	1963	1039.47924	1039.47924	1039.46885	1039.48693	26	30	27	116	112	118	0.0057712	0.035964	25	0	12445	52842	520.74714	2	2	18.741	0.83693	0	1.036	1	0.95763
746	1962	1039.51546	1039.51546	1039.50525	1039.5327	68	76	71	119	115	122	0	0.023987	48	0	57368	224799	520.76056	2	2	19.241	0.90095	0	1.024	1	0.97498
747	1960	1039.55791	1039.55791	1039.55145	1039.56701	64	66	64	118	116	121	0.072742	0.061746	13	0	9136	33557	520.78579	2	2	19.288	0.901	0	1.0617	1	0.98758
748	1959	1040.39185	1040.39185	1040.38889	1040.39783	66	66	66	109	105	109	0	0.14332	5	0	4310	12006	521.20262	2	2	17.381	0.88689	0	1.1433	1	1.0101
749	1958	1040.4123	1040.4123	1040.4073	1040.41717	67	67	67	108	104	108	0	0.03734	5	0	3952	10625	521.21531	2	2	17.339	0.88515	0	1.0373	1	0.97416
750	1956	1042.51935	1042.51935	1042.51812	1042.51997	54	57	54	118	118	118	0.20029	0.13547	4	0	6475	22035	522.26671	2	2	19.098	0.86149	0	1.1355	1	0.99899
751	1954	1043.46255	1043.46255	1043.45565	1043.47293	18	21	19	116	113	118	0.0016267	0.05958	15	0	11380	45782	522.7401	2	2	18.799	0.87272	0	1.0596	1	0.97743
752	1948	1045.5496	1045.5496	1045.50683	1045.56425	1	67	11	115	113	118	0.069166	0.013384	394	27	464259	1.8155E+06	523.77	2	2	18.67	0.82475	0	1.0134	1	0.94605
753	1947	1047.51931	1047.51931	1047.50605	1047.52368	80	86	82	121	121	121	0	0.040473	11	0	23924	60297	524.75975	2	2	19.092	0.94032	0	1.0405	1	0.9936
754	1946	1049.4992	1049.4992	1049.48637	1049.51228	51	58	54	114	112	118	0.069117	0.023084	55	13	500193	2.1789E+06	525.76063	2	2	18.521	0.80929	0	1.0231	1	0.94412
755	1945	1049.59441	1049.59441	1049.59252	1049.59762	6	6	6	118	115	120	0	0.11947	6	0	7183	25748	525.80355	2	2	19.322	0.89809	0	1.1195	1	1.0059
756	1943	1050.51644	1050.51644	1050.49876	1050.54387	59	60	60	119	119	122	0.16577	0.074129	7	0	6543	15910	526.27866	2	2	19.491	0.9078	0	1.0741	1	0.99397
757	1942	1050.54575	1050.54575	1050.52909	1050.57262	1	3	2	117	115	120	0	0.048171	14	0	9003	31867	526.27711	2	2	19.18	0.89473	0	1.0482	1	0.98097
758	1941	1051.49958	1051.49958	1051.48437	1051.51519	12	18	15	118	118	119	0.012507	0.09048	10	0	16067	26067	526.75647	2	2	19.213	0.78897	0	1.0905	1	0.95982
759	1940	1052.50862	1052.50862	1052.50131	1052.51554	96	101	101	117	115	120	0	0.020464	36	0	175119	591011	527.26003	2	2	18.931	0.90782	0	1.0205	1	0.9761
760	1938	1053.57273	1053.57273	1053.55762	1053.58434	3	26	20	116	114	119	0.11216	0.022555	95	27	655876	2.8832E+06	527.7894	2	2	19.091	0.80281	0	1.0226	1	0.94179
761	1935	1054.55011	1054.55011	1054.52865	1054.57809	42	47	44	113	111	113	0	0.081655	22	0	8701	34477	528.28182	2	2	18.702	0.89789	0	1.0817	1	0.99318
762	1937	1054.56894	1054.56894	1054.5512	1054.57807	70	72	70	117	114	120	0	0.08522	10	0	6965	33735	528.29539	2	2	18.923	0.77537	0	1.0852	1	0.95353
763	1936	1054.57625	1054.57625	1054.56991	1054.58292	54	58	55	123	123	127	0.051238	0.058536	22	0	19961	69400	528.29389	2	2	20.048	0.91763	0	1.0585	1	0.99206
764	1934	1055.50007	1055.50007	1055.48498	1055.50706	49	56	53	115	113	117	0.11204	0.010881	36	0	241050	908792	528.75571	2	2	18.692	0.90403	0	1.0109	1	0.97164
765	1933	1055.54293	1055.54293	1055.53577	1055.54729	40	43	41	117	115	120	0.10971	0.032233	12	0	15134	62683	528.77894	2	2	18.927	0.74756	0	1.0322	1	0.9266
766	1931	1056.47301	1056.47301	1056.46138	1056.49396	59	66	62	114	112	118	0.10354	0.0406	45	0	166738	601173	529.23797	2	2	18.397	0.89399	0	1.0406	1	0.9782
767	1930	1056.53358	1056.53358	1056.51289	1056.5472	1	2	1	116	114	116	0.20771	0.0594	5	0	18137	64605	529.27461	2	2	18.773	0.91678	0	1.0594	0.38462	0.78693
768	1930	1056.5352	1056.5352	1056.53393	1056.53742	1	3	1	118	117	122	0.056195	0.054908	13	0	20214	76061	529.27369	2	2	19.29	0.81174	0	1.0549	1	0.95555
769	1929	1056.58375	1056.58375	1056.56697	1056.59757	72	78	74	121	117	125	0.0095333	0.031526	54	0	24545	109555	529.30059	2	2	19.578	0.86305	0	1.0315	1	0.96486
770	1928	1059.53896	1059.53896	1059.52994	1059.55096	88	92	90	116	113	120	0.035173	0.027282	34	0	22334	90223	530.77657	2	2	18.878	0.88426	0	1.0273	1	0.97051
771	1927	1061.53075	1061.53075	1061.50966	1061.54483	30	34	30	116	113	116	0	0.0625	8	0	7520	23464	531.77914	2	2	18.756	0.84282	0	1.0625	1	0.96844
772	1925	1062.57266	1062.57266	1062.55726	1062.58888	68	73	71	119	115	124	0.0056146	0.038133	46	0	22833	109726	532.29905	2	2	19.435	0.81797	0	1.0381	1	0.95204
773	1923	1063.55196	1063.55196	1063.52714	1063.57073	94	98	95	119	114	124	0.012247	0.04388	44	0	27599	162374	532.78028	2	2	19.425	0.72973	0	1.0439	1	0.92454
774	1921	1064.51282	1064.51282	1064.48969	1064.52443	27	32	32	114	114	114	0.051429	0.096729	7	0	5856	22989	533.26894	2	2	18.665	0.7966	0	1.0967	1	0.96444
775	1922	1064.51339	1064.51339	1064.50487	1064.53033	87	92	90	120	120	124	0.0025689	0.0329	27	0	45401	94871	533.26255	2	2	19.528	0.86669	0	1.0329	1	0.96653
776	1920	1065.56184	1065.56184	1065.54034	1065.58837	36	39	37	116	112	120	0.029508	0.033524	33	0	25089	99492	533.78799	2	2	18.919	0.90649	0	1.0335	1	0.98
777	1919	1065.57221	1065.57221	1065.56237	1065.58011	8	13	10	119	117	123	0.005232	0.02051	40	0	122475	449942	533.78965	2	2	19.467	0.9124	0	1.0205	1	0.97764
778	1918	1066.52953	1066.52953	1066.52087	1066.53422	24	25	24	121	121	121	0.05656	0.052725	4	0	12136	28945	534.26716	2	2	19.667	0.96896	0	1.0527	1	1.0072
779	1916	1067.53283	1067.53283	1067.52341	1067.54288	12	19	15	116	113	119	0.02266	0.05056	45	0	19930	97171	534.77673	2	2	18.868	0.78843	0	1.0506	1	0.94633
780	1915	1068.51003	1068.51003	1068.49462	1068.52113	91	93	92	117	115	119	0.24849	0.039	11	0	7608	29923	535.26578	2	2	19.117	0.86074	0	1.039	1	0.96658
781	1913	1070.54525	1070.54525	1070.52008	1070.56175	71	74	73	117	115	119	0	0.038012	17	0	6895	32276	536.28565	2	2	18.963	0.7742	0	1.038	1	0.9374
782	1912	1071.52378	1071.52378	1071.51665	1071.53102	51	55	52	117	113	120	0.086379	0.068796	28	0	12978	54180	536.76837	2	2	19.062	0.8677	0	1.0688	1	0.97883
783	1910	1071.5853	1071.5853	1071.55475	1071.62827	6	18	13	117	116	123	0.035135	0.019047	86	13	168472	725528	536.79331	2	2	19.216	0.80584	0	1.019	1	0.94163
784	1909	1073.52851	1073.52851	1073.52233	1073.54533	58	62	60	119	115	123	0.038364	0.040681	32	0	21404	88705	537.77027	2	2	19.288	0.88524	0	1.0407	1	0.97531
785	1907	1078.53745	1078.53745	1078.52969	1078.55262	57	65	61	119	117	123	0.026189	0.022133	60	15	233592	961768	540.28186	2	2	19.378	0.85876	0	1.0221	1	0.9603
786	1906	1078.55572	1078.55572	1078.54146	1078.58779	29	38	32	117	115	120	0.061903	0.030481	54	15	321401	1.1878E+06	540.28977	2	2	19.061	0.89007	0	1.0305	1	0.97352
787	1905	1078.63738	1078.63738	1078.62301	1078.64835	26	31	29	121	121	124	0.04914	0.0322	22	4	105702	374061	540.32048	2	2	19.413	0.73122	0	1.0322	1	0.92114
788	1902	1079.5758	1079.5758	1079.56679	1079.58715	51	53	52	118	117	120	0.097319	0.093682	11	0	6022	21645	540.8003	2	2	19.062	0.84397	0	1.0937	1	0.97922
789	1901	1079.62661	1079.62661	1079.61769	1079.63437	88	98	92	121	119	124	0.024948	0.015859	56	3	255014	1.0027E+06	540.82392	2	2	19.666	0.85342	0	1.0159	1	0.95643
790	1899	1080.56093	1080.56093	1080.54789	1080.56453	35	41	36	116	113	119	0.12097	0.041959	39	0	148482	550328	541.28898	2	2	18.643	0.90656	0	1.042	1	0.98284
791	1897	1082.52287	1082.52287	1082.51618	1082.5348	56	57	56	116	116	118	0.12685	0.08125	4	0	6452	12118	542.26482	2	2	18.993	0.89438	0	1.0813	1	0.99188
792	1898	1082.56346	1082.56346	1082.50396	1082.60646	85	94	90	118	115	122	0.094383	0.023434	58	35	623346	2.7823E+06	542.29248	2	2	19.207	0.82935	0	1.0234	1	0.95093
793	1896	1082.57655	1082.57655	1082.54448	1082.61164	21	40	33	121	117	124	0.072201	0.019448	147	31	407311	1.877E+06	542.28341	2	2	19.713	0.80568	0	1.0194	1	0.94171
794	1894	1083.54379	1083.54379	1083.54148	1083.54732	96	101	96	118	118	118	0.027597	0.080443	14	0	6719	29058	542.77759	2	2	19.353	0.76219	0	1.0804	1	0.94754
795	1893	1084.58212	1084.58212	1084.57872	1084.58851	85	86	86	118	116	124	0.26132	0.047967	12	1	53494	241262	543.29838	2	2	19.188	0.84411	0	1.048	1	0.96402
796	1892	1085.61644	1085.61644	1085.59455	1085.6251	63	71	66	121	119	124	0.0057985	0.018106	48	23	450447	1.8233E+06	543.81447	2	2	19.635	0.82558	0	1.0181	1	0.9479
797	1890	1086.59527	1086.59527	1086.57019	1086.60839	7	14	11	118	115	121	0.016377	0.043432	44	0	46209	175066	544.3058	2	2	19.111	0.9007	0	1.0434	1	0.98138
798	1891	1086.60829	1086.60829	1086.59629	1086.62454	85	89	85	124	124	126	0.10877	0.067029	7	0	9707	37466	544.30487	2	2	19.53	0.70644	0	1.067	1	0.92449
799	1889	1088.57738	1088.57738	1088.55336	1088.58909	73	82	77	120	116	124	0.026652	0.019005	62	0	86664	399848	545.29679	2	2	19.468	0.82665	0	1.019	1	0.94855
800	1888	1092.59812	1092.59812	1092.57668	1092.6138	95	101	99	122	117	122	0	0.059929	34	0	12284	44498	547.3062	2	2	19.74	0.8542	0	1.0599	1	0.97138
801	1887	1092.63933	1092.63933	1092.63581	1092.64065	73	73	73	119	117	121	0.2192	0.07356	5	0	6097	18277	547.327	2	2	19.4	0.93226	0	1.0736	1	1.0019
802	1886	1093.51622	1093.51622	1093.50353	1093.53492	39	56	44	117	115	120	0.040457	0.016246	94	39	470102	1.7459E+06	547.75939	2	2	18.983	0.89312	0	1.0162	1	0.96979
803	1884	1093.56537	1093.56537	1093.56081	1093.56859	56	57	57	117	116	118	0.20063	0.0642	4	0	7229	22480	547.79102	2	2	19.326	0.89946	0	1.0642	1	0.98789
804	1880	1093.61271	1093.61271	1093.59534	1093.63684	1	17	2	121	121	123	0.070671	0.047929	35	0	11541	44971	547.81176	2	2	19.56	0.88766	0	1.0479	1	0.97853
805	1878	1096.54427	1096.54427	1096.53065	1096.55486	2	12	6	118	116	122	0.12093	0.028155	69	0	48233	179982	549.27924	2	2	19.442	0.91136	0	1.0282	1	0.97984
806	1879	1096.54657	1096.54657	1096.53442	1096.55878	60	66	63	122	121	125	0.0035789	0.03158	35	4	138522	426344	549.27622	2	2	19.803	0.94213	0	1.0316	1	0.99124
807	1875	1097.56524	1097.56524	1097.55559	1097.57563	14	20	17	119	116	122	0.10918	0.039088	49	0	104752	406509	549.78824	2	2	19.331	0.89465	0	1.0391	1	0.97791
808	1877	1097.5774	1097.5774	1097.57159	1097.5876	85	91	88	121	118	126	0.010884	0.024112	49	7	200173	965539	549.79361	2	2	19.81	0.8095	0	1.0241	1	0.94454
809	1876	1097.59755	1097.59755	1097.58633	1097.61021	68	69	68	120	120	120	0.14395	0.13483	4	0	6252	19858	549.79989	2	2	19.475	0.87772	0	1.1348	1	1.0042
810	1874	1098.492	1098.492	1098.48461	1098.50154	1	1	1	118	114	121	0	0.037788	8	0	12258	40449	550.25241	2	2	19.234	0.95287	0	1.0378	1	0.99689
811	1873	1098.53915	1098.53915	1098.52926	1098.54928	92	98	93	123	119	127	0.036541	0.026804	56	3	99796	471253	550.28145	2	2	19.958	0.813	0	1.0268	1	0.9466
812	1871	1099.58205	1099.58205	1099.56837	1099.60043	42	51	45	119	116	122	0.084644	0.033563	60	0	34385	136902	550.7969	2	2	19.287	0.88102	0	1.0336	1	0.97153
813	1870	1100.5154	1100.5154	1100.50766	1100.52109	65	66	65	119	117	121	0.33305	0.07455	8	0	15802	68214	551.26545	2	2	19.445	0.86069	0	1.0746	1	0.97841
814	1869	1101.51601	1101.51601	1101.51146	1101.52167	29	29	29	120	118	123	0	0.03205	6	0	8580	34285	551.76311	2	2	19.619	0.86511	0	1.0321	1	0.96572
815	1867	1101.55956	1101.55956	1101.54601	1101.56505	1	5	2	118	116	121	0.015684	0.0222	30	0	61111	217950	551.78903	2	2	19.228	0.90223	0	1.0222	1	0.97481
816	1868	1101.56824	1101.56824	1101.55349	1101.58463	67	73	70	118	115	122	0.067739	0.017789	45	0	93015	374620	551.78719	2	2	19.222	0.88155	0	1.0178	1	0.96645
817	1866	1102.59288	1102.59288	1102.56908	1102.61272	83	93	87	120	117	124	0.058594	0.018341	82	43	1505860	8.9614E+06	552.29385	2	2	19.408	0.65449	0	1.0183	1	0.89094
818	1865	1103.54901	1103.54901	1103.51338	1103.57712	61	65	64	118	116	121	0.21628	0.039663	24	2	126185	381371	552.77621	2	2	19.31	0.94544	0	1.0397	1	0.99503
819	1864	1103.55348	1103.55348	1103.53379	1103.56599	41	54	46	119	116	123	0.022515	0.017463	99	40	916210	4.4916E+06	552.78184	2	2	19.307	0.77474	0	1.0175	1	0.93073
820	1863	1103.58895	1103.58895	1103.57833	1103.6014	6	8	6	118	116	120	0.21243	0.066662	8	0	7805	32178	552.80087	2	2	19.139	0.81513	0	1.0667	1	0.9606
821	1862	1104.48925	1104.48925	1104.48579	1104.4905	23	23	23	120	118	122	0	0.07274	5	0	10350	37300	553.25147	2	2	19.616	0.82564	0	1.0727	1	0.96613
822	1861	1104.62879	1104.62879	1104.60786	1104.6486	7	11	9	120	117	124	0.067249	0.041848	25	0	15414	71904	553.32463	2	2	19.499	0.79878	0	1.0418	1	0.94688
823	1857	1108.52058	1108.52058	1108.50747	1108.53434	11	22	16	120	118	123	0	0.025438	71	6	154490	569192	555.26168	2	2	19.478	0.91523	0	1.0254	1	0.98022
824	1858	1108.52926	1108.52926	1108.51445	1108.53797	72	85	82	120	117	125	0.20408	0.033974	68	0	35502	190566	555.27304	2	2	19.417	0.76267	0	1.034	1	0.93221
825	1854	1108.57929	1108.57929	1108.57758	1108.58092	30	30	30	121	118	123	0	0.041467	6	0	12381	44214	555.29656	2	2	19.603	0.89529	0	1.0415	1	0.97892
826	1852	1109.53167	1109.53167	1109.52782	1109.5419	1	3	1	115	112	120	0	0.016952	25	0	47959	233365	555.77154	2	2	18.654	0.78913	0	1.017	1	0.93536
827	1851	1110.56765	1110.56765	1110.55839	1110.58468	30	35	32	121	118	124	0.06158	0.034498	41	0	42866	171608	556.29177	2	2	19.551	0.87969	0	1.0345	1	0.9714
828	1848	1111.56449	1111.56449	1111.55685	1111.5754	85	89	87	121	118	125	0.1268	0.037422	37	0	27386	126462	556.78776	2	2	19.559	0.81539	0	1.0374	1	0.95094
829	1847	1112.52261	1112.52261	1112.51998	1112.52447	56	58	56	120	120	121	0	0.11046	5	0	4712	11899	557.26741	2	2	19.714	0.89913	0	1.1105	1	1.0032
830	1845	1112.52384	1112.52384	1112.51107	1112.53612	6	12	9	119	117	121	0.059802	0.023071	34	3	129128	467827	557.26457	2	2	19.395	0.85391	0	1.0231	1	0.95899
831	1846	1112.53307	1112.53307	1112.51167	1112.54331	40	48	43	120	117	123	0.0017522	0.023675	55	0	63059	228295	557.2742	2	2	19.558	0.92661	0	1.0237	1	0.98343
832	1844	1113.47654	1113.47654	1113.46761	1113.486	61	63	63	114	112	117	0.095358	0.086425	12	0	6399	30906	557.74053	2	2	18.966	0.67542	0	1.0864	1	0.92062
833	1843	1114.50482	1114.50482	1114.48472	1114.51163	14	23	19	118	115	121	0.059154	0.022787	68	0	172590	686661	558.26116	2	2	19.206	0.87724	0	1.0228	1	0.96668
834	1842	1115.52457	1115.52457	1115.5121	1115.54275	88	89	88	123	121	123	0	0.0099	6	6	1321214	3.9321E+06	558.76333	2	2	19.98	0.97792	0	1.0099	1	0.99594
835	1840	1115.57482	1115.57482	1115.56544	1115.58258	68	74	71	121	119	127	0.022194	0.035745	47	0	44136	259881	558.79714	2	2	19.83	0.73614	0	1.0357	1	0.92396
836	1841	1115.60532	1115.60532	1115.56858	1115.63876	84	101	88	124	117	128	0.018709	0.014838	198	65	1292058	1.0017E+07	558.79157	2	2	20.23	0.59545	0	1.0148	1	0.8701
837	1838	1118.51591	1118.51591	1118.50965	1118.5199	30	32	31	118	114	120	0	0.06738	15	0	15772	59317	560.2654	2	2	19.094	0.85155	0	1.0674	1	0.97298
838	1837	1118.53565	1118.53565	1118.52532	1118.54607	17	21	19	117	117	117	0.21506	0.0584	6	0	22808	39599	560.27292	2	2	18.927	0.91899	0	1.0584	0.15385	0.71041
839	1837	1118.53606	1118.53606	1118.52795	1118.54803	18	20	19	106	106	108	0.094833	0.070983	6	0	7015	20147	560.2707	2	2	17.331	0.94414	0	1.071	0.15385	0.72299
840	1837	1118.5371	1118.5371	1118.52892	1118.54747	17	21	19	121	118	124	0.075915	0.057869	39	0	48090	225632	560.27334	2	2	19.778	0.80767	0	1.0579	1	0.95518
841	1836	1119.52359	1119.52359	1119.51247	1119.53579	85	92	88	117	114	119	0.14574	0.018064	39	25	378822	1.4704E+06	560.77106	2	2	18.821	0.87443	0	1.0181	1	0.96416
842	1834	1120.58074	1120.58074	1120.56496	1120.60112	74	93	79	121	119	124	0.04967	0.036727	64	22	317721	1.1923E+06	561.30033	2	2	19.717	0.87835	0	1.0367	1	0.97169
843	1833	1120.59151	1120.59151	1120.53859	1120.60919	1	66	1	119	117	123	0.12129	0.037601	293	4	248563	1.0239E+06	561.30448	2	2	19.526	0.85878	0	1.0376	1	0.96546
844	1832	1122.56437	1122.56437	1122.55125	1122.5733	93	101	99	122	121	129	0.028488	0.01947	54	6	90746	649536	562.28882	2	2	19.652	0.69909	0	1.0195	1	0.90619
845	1831	1124.58324	1124.58324	1124.56639	1124.5982	74	87	77	120	118	125	0.2127	0.012478	97	88	1113267	6.2523E+06	563.30288	2	2	19.593	0.69248	0	1.0125	1	0.90165
846	1830	1124.67685	1124.67685	1124.66456	1124.6864	84	85	84	120	120	122	0.26714	0.0099	7	7	379640	1.143E+06	563.33956	2	2	19.673	0.86132	0	1.0099	1	0.95707
847	1826	1127.52719	1127.52719	1127.51714	1127.53611	8	13	11	119	117	123	0.0053247	0.025592	38	0	44006	157691	564.7699	2	2	19.431	0.91721	0	1.0256	1	0.98093
848	1827	1127.53836	1127.53836	1127.53079	1127.55344	64	71	68	119	117	123	0.072616	0.020249	55	32	649682	2.9796E+06	564.77573	2	2	19.438	0.79407	0	1.0202	1	0.93811
849	1825	1127.68479	1127.68479	1127.6758	1127.69328	86	90	86	121	119	125	0.18231	0.024987	38	0	195275	843852	564.84737	2	2	19.693	0.84421	0	1.025	1	0.9564
850	1824	1128.59516	1128.59516	1128.58653	1128.60779	90	92	92	123	123	124	0.084638	0.052875	4	0	6042	25406	565.31062	2	2	20.301	0.81381	0	1.0529	1	0.95556
851	1822	1131.51548	1131.51548	1131.50034	1131.52596	6	9	7	120	120	122	0.15978	0.053167	9	0	12185	22021	566.76893	2	2	19.721	0.86393	0	1.0532	1	0.97237
852	1823	1131.53244	1131.53244	1131.51344	1131.54653	21	27	23	120	118	123	0	0.033742	38	0	49207	168371	566.77353	2	2	19.581	0.92682	0	1.0337	1	0.98685
853	1821	1131.60639	1131.60639	1131.58967	1131.62525	81	87	85	121	118	124	0.096313	0.021113	40	9	172629	744327	566.80857	2	2	19.629	0.8196	0	1.0211	1	0.9469
854	1820	1132.51923	1132.51923	1132.50534	1132.53141	98	101	101	119	116	122	0.095136	0.012804	28	15	759135	3.5996E+06	567.26728	2	2	19.259	0.77047	0	1.0128	1	0.92776
855	1818	1132.6253	1132.6253	1132.60754	1132.64068	87	93	88	122	120	127	0.14661	0.024534	38	2	67694	322679	567.3256	2	2	19.973	0.81685	0	1.0245	1	0.94713
856	1816	1133.50598	1133.50598	1133.48763	1133.52955	51	57	54	122	119	125	0.18168	0.055498	41	0	21955	89489	567.75582	2	2	19.712	0.87608	0	1.0555	1	0.97719
857	1815	1133.52247	1133.52247	1133.50852	1133.53995	31	41	34	121	118	123	0.0449	0.080524	45	0	12747	56516	567.76376	2	2	19.525	0.81607	0	1.0805	1	0.96553
858	1817	1133.56767	1133.56767	1133.54824	1133.58527	63	81	67	120	116	125	0.017779	0.018878	107	39	1133646	7.8044E+06	567.79396	2	2	19.536	0.6162	0	1.0189	1	0.87836
859	1813	1134.57662	1134.57662	1134.57325	1134.57982	61	62	62	122	119	125	0.08151	0.071767	6	0	10098	48367	568.29524	2	2	19.9	0.77948	0	1.0718	1	0.95041
860	1812	1134.6088	1134.6088	1134.5976	1134.61748	27	31	29	124	120	129	0.023296	0.033291	45	0	31075	167317	568.31547	2	2	20.145	0.76666	0	1.0333	1	0.93332
861	1811	1136.61576	1136.61576	1136.60502	1136.62218	62	63	63	123	123	126	0.17332	0.062233	6	0	15919	36066	569.3169	2	2	20.027	0.9802	0	1.0622	1	1.0141
862	1810	1137.48267	1137.48267	1137.46807	1137.48922	24	27	26	116	114	120	0.0291	0.036624	21	0	10194	38705	569.74982	2	2	18.996	0.90852	0	1.0366	1	0.98171
863	1809	1138.5271	1138.5271	1138.51088	1138.5461	59	64	63	119	117	123	0.040446	0.014632	38	11	341730	1.5121E+06	570.26646	2	2	19.361	0.81378	0	1.0146	1	0.9428
864	1804	1138.58793	1138.58793	1138.58706	1138.58943	4	4	4	121	119	123	0	0.09812	5	0	7437	29465	570.30046	2	2	19.757	0.84719	0	1.0981	1	0.98177
865	1807	1138.60302	1138.60302	1138.58896	1138.62204	84	88	87	122	119	126	0.10285	0.058205	42	0	18923	82414	570.31379	2	2	19.986	0.84498	0	1.0582	1	0.96773
866	1802	1139.52506	1139.52506	1139.5179	1139.53189	45	51	49	112	110	112	0.044532	0.045892	13	0	8905	20157	570.7688	2	2	17.856	0.93406	0	1.0459	0.26531	0.74842
867	1802	1139.52724	1139.52724	1139.51897	1139.54125	45	51	49	116	113	120	0.027843	0.044565	49	0	14800	77916	570.76961	2	2	18.781	0.7793	0	1.0446	1	0.94129
868	1801	1139.61283	1139.61283	1139.60886	1139.61688	66	73	69	120	118	123	-0.77183	0.028058	48	2	231710	892174	570.81321	2	2	19.68	0.88052	0	1.0281	1	0.96953
869	1796	1140.52877	1140.52877	1140.51454	1140.54201	26	30	28	120	117	124	0.034152	0.080662	24	0	12032	60879	571.26522	2	2	19.506	0.75161	0	1.0807	1	0.94409
